
scanner data:
-1896  1800  -889 
-4233 -1755 -2071 
-1926   686  -867 
-1380 -1118 -3680 
 3128  -511 -1707 
-1977   655  -755 
-2026 -4219 -1948 
-2411 -1200 -1368 
 2805 -1563  1795 
 1147 -2289 -2506 
 1742  -450   450 
 2997  -495  -828 
 3898 -1598   757 
-3231 -1904 -1615 
 -540 -1638 -3073 
 -990 -1938 -1963 
-1707  -458   793 
  -46 -1082 -1297 
 -805   510  -451 
-1914   543  -747 
-3132 -1972 -1662 
-3097 -3907 -1856 
-1218 -1041 -3596 
  480 -1734 -1770 
 -474  -230 -4205 
-2057  -355 -1668 
  385  -361   405 
 -176 -1207 -1360 
-4247 -1537  -557 
-2563 -1104   -48 
 -635  -615   362 
-4313 -1624  -700 
  406 -1797  -526 
 2951   553   766 
 1658  -544   535 
-1981 -2914  -761 
 2974   453   799 
-3338 -1918   365 
  684 -3017 -1744 
-4309 -2906 -1826 
-3302  1680   237 
-1390 -1155 -2414 
-3326 -2659 -3165 
 -822 -1692 -4382 
-4357 -2894  -836 
-2878   862 -1897 
-2514 -3505 -1224 
 -799 -3894  -570 
 2895  -771   537 
 1733   505  -718 
-3082 -3856 -2010 
-1794  1844  -932 
-2134 -1739 -2909 
-4273 -1456  -743 
-3074 -2948 -2081 
-1861   667   756 
  532 -2612  -810 
 -921 -3192  -653 
-2103 -2796 -1607 
-1793  -569   728 
-3246 -2697 -3208 
-3157   678  -834 
-3244 -2672 -3121 
-3179   624  -830 
 1735   454  -776 
 3084  -610 -1747 
 1514 -1774 -1734 
 1032 -1051 -1375 
 2251   163  -176 
 1731 -1616  -469 
-2569  1353   -22 
 -489  -484 -1682 
-1676 -1798 -4295 
 3138 -1818  -591 
 -502 -2787 -1879 
 1978  -530  1649 
  651 -1617   447 
-2399  1386  -158 
 -876 -1896 -1873 
-2101 -1737 -1609 
 1599   586   705 
  526 -1808 -1920 
 1658 -1643  -574 
 -420 -4119 -1932 
 1610 -3813 -3316 
-2099  -515 -4198 
 -753 -3822  -551 
-4432 -2910 -1916 
 1515 -1815 -3159 
-3306  1650  -717 
 1734 -1677  1588 
 1540 -1832 -1741 
 3899 -1707   683 
 -497  -242 -1678 
 -591 -2853 -1904 
  624 -4300 -1723 
 2994   452   716 
-3270  -308  -670 
-3291  -723 -1728 
  349 -1621  -559 
-3133  1664   259 
  672 -1640   563 
-3212  -248  -704 
  -79 -2362 -2433 
 -874   519 -1951 
 2827 -1521  1821 
-1787  -427  -533 
-1212 -1074 -1209 
-2533 -3584 -2526 
 1024 -3599 -2565 
-2021  1840   674 
  -65   111  -185 
-2392 -1199  -179 
-2586   143 -1387 
 -732 -1679 -3043 
-2445 -2279 -1353 
 1768 -4204 -1833 
 -548  -779   374 
-1978 -2966  -692 
-3020  -477   656 
  612 -1822 -3043 
  726   706  -708 
 1736 -1745  1554 
  412  -468  -827 
-2058   707   714 
 -887 -3194  -525 
 -918 -3120  -434 
-3214  1750   273 
  425  -478 -1828 
-2397    81  -129 
 2301    44    -8 
 4009 -1695   686 
-1966 -3941  -737 
 -509  -413 -1692 
 1682  -237 -2056 
 1533 -1732 -3054 
-3226 -1852   291 
-1720 -3179 -2830 
  325  -343   553 
-1884  -407 -2867 
-3702 -2311 -1331 
-1793 -4004 -3217 
  460  -356 -1821 
 3966  -612   634 
  -55 -2403 -1283 
-3101 -3918 -1793 
-2970 -2844 -2082 
 2248 -1208  1207 
 4239 -1693  -760 
-3276 -1751  -678 
-4289 -1701 -1957 
  309   881   591 
-1871   874 -2097 
 2992 -1778  -593 
 2900 -1680 -1622 
-2183 -4262 -1970 
 3951  -372  -788 
-1983   666   700 
 1760 -1866   396 
 -584  -711 -3224 
-1775  -431 -2892 
-1864 -1506  -876 
  621 -1778 -3040 
-2823   933 -1998 
-1243 -1093 -2566 
 3181  -616 -1797 
  542 -4126  -756 
  405  -470   568 
 -630  -729  -519 
 -987   655 -1938 
-2011 -1793 -2936 
-1902  -496   749 
 3008 -1701 -1601 
 -963   477  -487 
 1532  -319  -552 
-2125 -4280 -1998 
-2519 -2378 -1223 
 1939  -382  1691 
 1545 -3096 -3257 
 1541 -1895 -1687 
 -903   601 -1893 
-3033  -435   447 
 -501 -2889 -2067 
-3303   776   776 
-2901  -399   571 
 2277 -1142 -1245 
-4417 -2863 -1888 
  384 -2985 -3008 
 1747  -240 -2061 
 1448 -3858 -3252 
  645 -1471   521 

scanner data:
-1981 -2914  -761 
 -963   477  -487 
  636 -3033 -1768 
  532 -2612  -810 
  352  -454  -949 
-3132 -1831 -1687 
-2569  1353   -22 
 1610 -3813 -3316 
-1949   861 -2090 
-1801 -4237 -3222 
-1896  1800  -889 
-1758  -295  -663 
 1756 -1980   447 
 3917  -594   597 
-3302  1680   237 
-1794  1844  -932 
-1793  -569   728 
 3507 -1043  -122 
-2007  -433 -1630 
 -627  -769   479 
 -189    61   -45 
  440  -583  -974 
  -10 -3454 -1387 
 -489  -484 -1682 
 2994   452   716 
-2072  -615 -4355 
-3227 -3963  -461 
-1978 -2966  -692 
-1913 -1455   618 
 2610  -257  1687 
 2345 -1061  1084 
-1975 -2940  -681 
 2879  -652   498 
 -990 -1938 -1963 
 1735   454  -776 
 3084  -610 -1747 
-1880  -414 -2909 
  425  -478 -1828 
  325  -343   553 
-1926   686  -867 
 -874   519 -1951 
 -805   510  -451 
  309   881   591 
  501 -1835 -1932 
-2014 -2821 -1659 
-3132 -1972 -1662 
 2994 -1965   470 
 -637 -1757  -402 
 -137 -2214 -2554 
-1756  -284  -455 
-3082 -3856 -2010 
  405  -470   568 
 -591 -2853 -1904 
-2103 -2796 -1607 
 -512  -248 -4036 
-3276 -1751  -678 
-1914   543  -747 
 1760 -1866   396 
-2411 -1200 -1368 
-1218 -1041 -3596 
-3020  -477   656 
 1747  -240 -2061 
 -553 -1773 -3060 
 2292 -1138  -143 
 2884   671  -457 
-3386  -667 -1707 
 1791   650   743 
 1925 -2763 -1698 
  651 -1617   447 
 -163 -1204  -165 
 1558  -473  -533 
 -474  -230 -4205 
-2399  1386  -158 
-2397    81  -129 
 4239 -1693  -760 
 2895  -771   537 
 1733   611   732 
-1961 -1692 -1611 
 4208 -1706  -625 
  406 -1797  -526 
-4273 -1456  -743 
 -822 -1692 -4382 
-4292 -1685 -1966 
-1995 -3956  -527 
-2563 -1104   -48 
  -55 -2403 -1283 
-4289 -1701 -1957 
-2901  -399   571 
 2997  -495  -828 
 -970 -1880 -1871 
-1871   874 -2097 
-3145   826  -823 
-3326 -2659 -3165 
 2964  -574  -937 
 2863   655  -661 
 1540 -1832 -1741 
  -65   111  -185 
-1720 -3179 -2830 
-4247 -1537  -557 
 2992 -1778  -593 
 3008 -1701 -1601 
-4252 -2949  -931 
 1167 -1194 -1322 
 1885 -2633 -1755 
 2614  -362  1868 
-2823   933 -1998 
 -115   113 -1349 
-3280  1668  -542 
 3138 -1818  -591 
 -744 -1746  -537 
 1742  -450   450 
 -497  -242 -1678 
 2907 -1969   443 
-1218 -2338 -2437 
  -67 -1098   -32 
 2656  -365  1686 
 -548  -779   374 
 2951   553   766 
 -509  -413 -1692 
-3036 -1742  -654 
 -712 -2906 -3172 
  -21    46 -1206 
-1968  1846   606 
-3100 -3012  -451 
-1939 -2735 -1669 
 2974   453   799 
 1735 -1823   417 
 -790  -808  -512 
 1024 -3599 -2565 
-1902 -1427  -880 
-1681 -1736 -4210 
  542 -4126  -756 
 1139 -3442 -2449 
-3179   624  -830 
-3226 -1852   291 
-3004 -4306 -2877 
 3133 -1763  -667 
-1390 -1155 -2414 
 1768 -4204 -1833 
 1532  -319  -552 
 2827 -1521  1821 
-2586   143 -1387 
-2970 -2844 -2082 
  554 -3003 -1790 
-3103 -4276 -3033 
-1902  -496   749 
  753   808  -605 
-1793 -4004 -3217 
-1775  -431 -2892 
 2956  -717   410 
-1243 -1093 -2566 
-3033  -435   447 
 1978  -530  1649 
-1671 -1863 -4093 
-2101 -1737 -1609 
-2011 -1793 -2936 
 2805 -1563  1795 
 -732 -1679 -3043 
-1629 -3042 -2859 
  463   415 -1775 
  460  -356 -1821 
 -835 -2958 -3216 
 1032 -1051 -1375 
  -79 -2362 -2433 
 -899 -3839  -438 
 1541 -1895 -1687 
-2514 -3505 -1224 
 -151 -3503 -1269 
 -753 -1905  -421 
 -420 -4119 -1932 
-2445 -2279 -1353 
 1907  -447  1542 
 1794   623  -756 
  645 -1471   521 
  798 -3970 -3061 
-2450 -1057 -1224 
 -584  -711 -3224 
-2183 -4262 -1970 
 2964  -568  -866 
-1380 -1118 -3680 
 -506 -4074 -2066 
 1732 -4350 -1816 
 -799 -3894  -570 
-3212  -248  -704 
 1515 -1649 -3219 
  526 -1808 -1920 
-3245  -656 -1765 
 2277 -1142 -1245 
-1787  -427  -533 
 -918 -3120  -434 
 -528 -3999 -1930 
  561  -462 -1804 
-1909 -1463  -826 
-2949   826 -1964 
  661 -4326 -1698 
-3185  -364  -589 
  336   928   466 
 -502 -2787 -1879 
-1864 -1506  -876 
-2519 -2378 -1223 
 1731 -1616  -469 
 1939  -382  1691 
 2664 -1492  1754 
 1111 -1181  -154 
 1790  -460   550 
 -176 -1207 -1360 
-2392 -3450 -1357 
 3898 -1598   757 
  385  -361   405 
 -753 -3822  -551 
  567 -3972  -818 
 -818   745   486 
  789 -4307 -1822 
-1884  -407 -2867 
 1448 -3858 -3252 
-4357 -2894  -836 
 3951  -372  -788 
  412  -468  -827 
 1733   505  -718 
-1306    56 -1209 
-1848 -1523   469 
  505 -2908 -3096 
  474 -1829 -3001 
  628   395 -1758 
 -823 -1630   641 
 1867 -2726 -1693 
-2046 -1732 -2923 
 -501 -2889 -2067 
-1192   126 -1343 
 -903   601 -1893 
-3183 -1801  -698 
-2878   862 -1897 
  480 -1734 -1770 
-3101 -3918 -1793 
-3214  1750   273 
 -697 -1778 -4448 
-2085  -598 -4298 
 -750   754   404 
-2530    10   -13 
 -535  -664 -3184 
-3231 -1904 -1615 
-4417 -2863 -1888 
-2058   707   714 
-4309 -2906 -1826 
-1996 -3930  -772 
 -852   515  -489 
 1515 -1815 -3159 
-1861   667   756 
 1533 -1732 -3054 
-2099  -515 -4198 
 -887 -3194  -525 
 -876 -1896 -1873 
 2880 -1944   554 
-1293   148   -98 
 2251   163  -176 
-3702 -2311 -1331 
 4251 -1620  -642 
 1752 -4356 -1789 
-2014  -377 -1707 
 3810  -550   689 
 1640  -230 -2145 
-2134 -1739 -2909 
-1777 -4169 -3285 
  349 -1621  -559 
 -742 -2853 -3165 
 2801   690  -555 
 -814 -1725 -4563 
  726   706  -708 
 -987   655 -1938 
 1514 -1774 -1734 
 -706  -757  -430 
-3244 -2672 -3121 
-2392 -1199  -179 
 2887 -1625 -1656 
-2057  -355 -1668 
 1147 -2289 -2506 
-3292   683   720 
  401 -2643  -719 
 1599   586   705 
 -724 -1719   643 
-3338 -1918   365 
-3097 -3907 -1856 
-3303   776   776 
 -635  -615   362 
  583   452 -1915 
 1457 -3118 -3072 
 1658  -544   535 
-2103 -1700 -1603 
 3181  -616 -1797 
 -630  -729  -519 
-2125 -4280 -1998 
-3246 -2697 -3208 
 1734 -1677  1588 
  624 -4300 -1723 
-1977   655  -755 
 1545 -3096 -3257 
 -552  -643 -3156 
  -46 -1082 -1297 
-4268 -2889  -758 
 -674 -1585   598 
-3157   678  -834 
-3148 -3038  -669 
-3074 -2948 -2081 
  464 -2888 -2902 
 -540 -1638 -3073 
-2481 -3419 -2430 
-3283  1720  -727 
-3028 -2952  -595 
-1676 -1798 -4295 
 1580 -1606  -601 
-1985  2013   713 
-3270  -308  -670 
 1520 -3824 -3214 
-1323 -2220 -2588 
-1752 -3163 -2912 
-1966 -3941  -737 
 -921 -3192  -653 
 2248 -1208  1207 
-3255 -3931  -615 
-1212 -1074 -1209 
-2021  1840   674 
-4313 -1624  -700 
  543 -2665  -629 
-3234 -3892  -631 
  612 -1822 -3043 
 -190 -2212 -1258 
  740   774  -615 
 4009 -1695   686 
-4233 -1755 -2071 
  644 -3917 -3041 
  727 -4036 -2974 
-3133  1664   259 
-2442    25 -1282 
  413   943   530 
-1951  1855  -842 
-3328 -1944   311 
-1707  -458   793 
  672 -1640   563 
 2900 -1680 -1622 
  319 -1736  -502 
 3966  -612   634 
 2301    44    -8 
 3128  -511 -1707 
-2013   852 -2032 
  519 -3999  -756 
-1851 -1502   551 
-2026 -4219 -1948 
-1382 -1174 -1338 
-3291  -723 -1728 
  621 -1778 -3040 
 1658 -1643  -574 
 -773   645   541 
-3180 -2897 -2090 
 1736 -1745  1554 
-3306  1650  -717 
-1983   666   700 
 3972  -553  -881 
-4432 -2910 -1916 
 3887  -497  -730 
  384 -2985 -3008 
 1554  -375  -442 
 1817 -1719  1712 
 1682  -237 -2056 
-2533 -3584 -2526 
  684 -3017 -1744 
 -576  -278 -4232 
-3155   762   653 
 3899 -1707   683 
 1486 -3037 -3093 
-2995 -4257 -3095 

scanner data:
  479  1823 -2157 
 2964  -568  -866 
-3328 -1944   311 
 1520 -3824 -3214 
 -987   655 -1938 
 -151 -3503 -1269 
 -163 -1204  -165 
  645 -1471   521 
 -591 -2853 -1904 
-2397    81  -129 
 -584  -711 -3224 
 3898 -1598   757 
 2879  -652   498 
 2884   671  -457 
-1793 -4004 -3217 
 2887 -1625 -1656 
 3181  -616 -1797 
-1794  1844  -932 
-1926   686  -867 
  740   774  -615 
 -189    61   -45 
 -627  -769   479 
 3008 -1701 -1601 
 1139 -3442 -2449 
-1848 -1523   469 
 1867 -2726 -1693 
-1382 -1174 -1338 
  -46 -1082 -1297 
 1540 -1832 -1741 
 -697 -1778 -4448 
-1951  1855  -842 
 2248 -1208  1207 
 2895  -771   537 
 -630  -729  -519 
-3702 -2311 -1331 
-1861   667   756 
  651 -1617   447 
  460  -356 -1821 
-2125 -4280 -1998 
-1902 -1427  -880 
-1983   666   700 
-2949   826 -1964 
-3155   762   653 
-2085  -598 -4298 
 1752 -4356 -1789 
-3302  1680   237 
 -899 -3839  -438 
  798 -3970 -3061 
  406 -1797  -526 
-3036 -1742  -654 
-1914   543  -747 
 1768 -4204 -1833 
-3280  1668  -542 
-1966 -3941  -737 
 1747  -240 -2061 
-1995 -3956  -527 
 2964  -574  -937 
  463   415 -1775 
 3951  -372  -788 
 3084  -610 -1747 
-2011 -1793 -2936 
-1243 -1093 -2566 
-2014  -377 -1707 
-2134 -1739 -2909 
-1896  1800  -889 
 1457 -3118 -3072 
-1192   126 -1343 
 1732 -4350 -1816 
 1658  -544   535 
-3214  1750   273 
 1610 -3813 -3316 
  661 -4326 -1698 
  352  -454  -949 
-3020  -477   656 
 2994 -1965   470 
 -742 -2853 -3165 
 -921 -3192  -653 
  789 -4307 -1822 
 -540 -1638 -3073 
  319 -1736  -502 
  405  -470   568 
 2345 -1061  1084 
 -790  -808  -512 
-1293   148   -98 
-4247 -1537  -557 
 1558  -473  -533 
 1167 -1194 -1322 
-3101 -3918 -1793 
 4239 -1693  -760 
 4208 -1706  -625 
 2805 -1563  1795 
 1742  -450   450 
  526 -1808 -1920 
 3810  -550   689 
 1514 -1774 -1734 
 1599   586   705 
-1323 -2220 -2588 
 1817 -1719  1712 
-4289 -1701 -1957 
-4313 -1624  -700 
 1735   454  -776 
 1658 -1643  -574 
 1448 -3858 -3252 
 -176 -1207 -1360 
 -635  -615   362 
  413   943   530 
 3899 -1707   683 
 -756  2104  -530 
-1961 -1692 -1611 
 1925 -2763 -1698 
 -548  -779   374 
-4273 -1456  -743 
  -65   111  -185 
-1775  -431 -2892 
 -501 -2889 -2067 
-3103 -4276 -3033 
 4251 -1620  -642 
-2057  -355 -1668 
 3966  -612   634 
 -654  1696 -1633 
-2530    10   -13 
-1880  -414 -2909 
 1533 -1732 -3054 
-3303   776   776 
 1545 -3096 -3257 
-1978 -2966  -692 
 -474  -230 -4205 
 -497  -242 -1678 
-3132 -1972 -1662 
-3033  -435   447 
-1629 -3042 -2859 
 -823 -1630   641 
 2880 -1944   554 
  401 -2643  -719 
-2514 -3505 -1224 
  -79 -2362 -2433 
-3212  -248  -704 
 2900 -1680 -1622 
 -814 -1725 -4563 
-3255 -3931  -615 
-3386  -667 -1707 
 1541 -1895 -1687 
-4252 -2949  -931 
-1968  1846   606 
  636 -3033 -1768 
  -55 -2403 -1283 
-1720 -3179 -2830 
-1756  -284  -455 
  309   881   591 
-1218 -1041 -3596 
  -67 -1098   -32 
-3004 -4306 -2877 
  -21    46 -1206 
 1756 -1980   447 
-1975 -2940  -681 
 1731 -1616  -469 
 -887 -3194  -525 
-2007  -433 -1630 
-2392 -1199  -179 
 4009 -1695   686 
-1996 -3930  -772 
-3180 -2897 -2090 
-2445 -2279 -1353 
 2994   452   716 
 2992 -1778  -593 
-3157   678  -834 
 1736 -1745  1554 
 3138 -1818  -591 
 -706  -757  -430 
-1939 -2735 -1669 
  644 -3917 -3041 
-1793  -569   728 
 -502 -2787 -1879 
-1902  -496   749 
 1790  -460   550 
 -773   645   541 
-3132 -1831 -1687 
-2878   862 -1897 
-3074 -2948 -2081 
 -744 -1746  -537 
-2046 -1732 -2923 
-4309 -2906 -1826 
-3246 -2697 -3208 
 2292 -1138  -143 
 1885 -2633 -1755 
-2442    25 -1282 
  561  -462 -1804 
 -576  -278 -4232 
 1791   650   743 
  652  2138  -744 
  583   452 -1915 
 2251   163  -176 
-4268 -2889  -758 
-3148 -3038  -669 
-1752 -3163 -2912 
-4292 -1685 -1966 
 -509  -413 -1692 
-2058   707   714 
-3283  1720  -727 
 1580 -1606  -601 
-3100 -3012  -451 
  628   395 -1758 
 -874   519 -1951 
 3507 -1043  -122 
 2863   655  -661 
  501 -1835 -1932 
-1707  -458   793 
 3972  -553  -881 
 -137 -2214 -2554 
  621 -1778 -3040 
-1787  -427  -533 
-1390 -1155 -2414 
-1909 -1463  -826 
-3291  -723 -1728 
-3082 -3856 -2010 
-3226 -1852   291 
-2563 -1104   -48 
-3227 -3963  -461 
 2656  -365  1686 
 -489  -484 -1682 
 2956  -717   410 
 2664 -1492  1754 
 1640  -230 -2145 
-1851 -1502   551 
  385  -361   405 
 -694  1797 -1717 
 1734 -1677  1588 
  480 -1734 -1770 
 -876 -1896 -1873 
 -818   745   486 
-2101 -1737 -1609 
-3292   683   720 
 -712 -2906 -3172 
-2450 -1057 -1224 
-3244 -2672 -3121 
-3028 -2952  -595 
  384 -2985 -3008 
  412  -468  -827 
  464 -2888 -2902 
 2827 -1521  1821 
-2399  1386  -158 
-2099  -515 -4198 
-1864 -1506  -876 
 1515 -1649 -3219 
-3097 -3907 -1856 
  684 -3017 -1744 
-3338 -1918   365 
 1907  -447  1542 
-3245  -656 -1765 
 -835 -2958 -3216 
-2183 -4262 -1970 
  567 -3972  -818 
 -852   515  -489 
-1985  2013   713 
  535  2011 -2106 
 -753 -3822  -551 
-1306    56 -1209 
-2995 -4257 -3095 
-2586   143 -1387 
-2533 -3584 -2526 
-2026 -4219 -1948 
 1486 -3037 -3093 
 -822 -1692 -4382 
  -10 -3454 -1387 
 -732 -1679 -3043 
 -637 -1757  -402 
-1801 -4237 -3222 
 2951   553   766 
 -963   477  -487 
-1913 -1455   618 
-1671 -1863 -4093 
 2801   690  -555 
-2021  1840   674 
 1554  -375  -442 
-1981 -2914  -761 
  474 -1829 -3001 
 2301    44    -8 
-2481 -3419 -2430 
-2901  -399   571 
  542 -4126  -756 
 3133 -1763  -667 
-1218 -2338 -2437 
 1032 -1051 -1375 
-4432 -2910 -1916 
  325  -343   553 
-1871   874 -2097 
-4417 -2863 -1888 
 1024 -3599 -2565 
 -119  1370 -1377 
-2392 -3450 -1357 
-2411 -1200 -1368 
-3326 -2659 -3165 
 1794   623  -756 
-1380 -1118 -3680 
 1532  -319  -552 
 -753 -1905  -421 
 -420 -4119 -1932 
 -528 -3999 -1930 
-3231 -1904 -1615 
-1758  -295  -663 
 3917  -594   597 
 1515 -1815 -3159 
  726   706  -708 
 -552  -643 -3156 
-3306  1650  -717 
 -882  2009  -517 
 1735 -1823   417 
-2823   933 -1998 
 -535  -664 -3184 
 -724 -1719   643 
  440  -583  -974 
-2970 -2844 -2082 
  554 -3003 -1790 
 1939  -382  1691 
  543 -2665  -629 
-2103 -2796 -1607 
 -506 -4074 -2066 
 2614  -362  1868 
  532 -2612  -810 
-3276 -1751  -678 
 1760 -1866   396 
 1733   611   732 
 -805   510  -451 
  336   928   466 
 1111 -1181  -154 
-1777 -4169 -3285 
 -918 -3120  -434 
 -903   601 -1893 
 2610  -257  1687 
-1977   655  -755 
 1978  -530  1649 
 -674 -1585   598 
-1681 -1736 -4210 
 1147 -2289 -2506 
-3270  -308  -670 
-1212 -1074 -1209 
-3234 -3892  -631 
 2907 -1969   443 
 -190 -2212 -1258 
  425  -478 -1828 
 2974   453   799 
-1949   861 -2090 
 -553 -1773 -3060 
-3179   624  -830 
-2014 -2821 -1659 
 1733   505  -718 
  349 -1621  -559 
 -750   754   404 
  612 -1822 -3043 
-4233 -1755 -2071 
-3133  1664   259 
 3128  -511 -1707 
-2569  1353   -22 
 1682  -237 -2056 
-2072  -615 -4355 
  624 -4300 -1723 
  727 -4036 -2974 
 -115   113 -1349 
  519 -3999  -756 
 2277 -1142 -1245 
  539  1794 -2114 
  680  2098  -659 
   -9  1284 -1251 
  505 -2908 -3096 
  753   808  -605 
 -970 -1880 -1871 
-4357 -2894  -836 
-2103 -1700 -1603 
 -816  2135  -545 
 -757  1848 -1669 
 -512  -248 -4036 
 -799 -3894  -570 
  672 -1640   563 
-2519 -2378 -1223 
-1676 -1798 -4295 
 -990 -1938 -1963 
 3887  -497  -730 
-2013   852 -2032 
  785  2092  -698 
-3185  -364  -589 
-3183 -1801  -698 
 2997  -495  -828 
-3145   826  -823 
-1884  -407 -2867 

scanner data:
 -151 -3503 -1269 
 3138 -1818  -591 
-1671 -1863 -4093 
  501 -1835 -1932 
 -814 -1725 -4563 
  463   415 -1775 
-1951  1855  -842 
-1775  -431 -2892 
 -654  1696 -1633 
 -474  -230 -4205 
  554 -3003 -1790 
  406 -1797  -526 
 -501 -2889 -2067 
 -489  -484 -1682 
-2450 -1057 -1224 
  519 -3999  -756 
 -635  -615   362 
 1790  -460   550 
-4247 -1537  -557 
 1167 -1194 -1322 
 1867 -2726 -1693 
-3036 -1742  -654 
  384 -2985 -3008 
-1793 -4004 -3217 
  645 -1471   521 
-2011 -1793 -2936 
  319 -1736  -502 
-4289 -1701 -1957 
 1794   623  -756 
 -882  2009  -517 
 -674 -1585   598 
 2974   453   799 
 1731 -1616  -469 
-3097 -3907 -1856 
  651 -1617   447 
-3132 -1972 -1662 
-2007  -433 -1630 
 3128  -511 -1707 
 2277 -1142 -1245 
 -874   519 -1951 
 -887 -3194  -525 
 -990 -1938 -1963 
-1884  -407 -2867 
 4208 -1706  -625 
  684  2984 -1768 
  405  -470   568 
 1640  -230 -2145 
-1902 -1427  -880 
 3133 -1763  -667 
 1735 -1823   417 
  464 -2888 -2902 
-3214  1750   273 
-4417 -2863 -1888 
 -773   645   541 
-2013   852 -2032 
-4309 -2906 -1826 
-2563 -1104   -48 
-3244 -2672 -3121 
  412  -468  -827 
 -852   515  -489 
 -963   477  -487 
-1896  1800  -889 
-1978 -2966  -692 
 2880 -1944   554 
 2956  -717   410 
  567 -3972  -818 
 1457 -3118 -3072 
 -876 -1896 -1873 
-2397    81  -129 
-3100 -3012  -451 
-2399  1386  -158 
 1147 -2289 -2506 
-2949   826 -1964 
 2805 -1563  1795 
 2997  -495  -828 
 2248 -1208  1207 
-2085  -598 -4298 
 2994   452   716 
-1966 -3941  -737 
 2887 -1625 -1656 
-3132 -1831 -1687 
-1192   126 -1343 
 1885 -2633 -1755 
-2901  -399   571 
 1032 -1051 -1375 
 -591 -2853 -1904 
-1629 -3042 -2859 
-2392 -1199  -179 
  561  -462 -1804 
-3328 -1944   311 
-2586   143 -1387 
-3702 -2311 -1331 
  440  -583  -974 
-2103 -2796 -1607 
-1949   861 -2090 
-2014 -2821 -1659 
 -757  1848 -1669 
  672 -1640   563 
-3183 -1801  -698 
  520  3109  -979 
-2878   862 -1897 
-3302  1680   237 
 1599   586   705 
-1756  -284  -455 
-1861   667   756 
  -21    46 -1206 
-1218 -1041 -3596 
 2664 -1492  1754 
-4268 -2889  -758 
 -732 -1679 -3043 
 1580 -1606  -601 
  352  -454  -949 
 1907  -447  1542 
-1985  2013   713 
 2801   690  -555 
  542 -4126  -756 
  -46 -1082 -1297 
 -706  -757  -430 
-3234 -3892  -631 
 1733   505  -718 
 -822 -1692 -4382 
 -835 -2958 -3216 
 2964  -568  -866 
-1243 -1093 -2566 
-2099  -515 -4198 
-2392 -3450 -1357 
  726   706  -708 
 -712 -2906 -3172 
-1975 -2940  -681 
-3386  -667 -1707 
-2026 -4219 -1948 
-3033  -435   447 
-3020  -477   656 
-3004 -4306 -2877 
 -115   113 -1349 
-2519 -2378 -1223 
 -697 -1778 -4448 
 1532  -319  -552 
 2292 -1138  -143 
  652  2138  -744 
-3226 -1852   291 
-2530    10   -13 
  621 -1778 -3040 
-1801 -4237 -3222 
 -987   655 -1938 
-3082 -3856 -2010 
 -163 -1204  -165 
 1515 -1649 -3219 
  740   774  -615 
-1996 -3930  -772 
-1981 -2914  -761 
-1752 -3163 -2912 
  664  2966 -1689 
 1736 -1745  1554 
 3951  -372  -788 
  526 -1808 -1920 
 2251   163  -176 
-2134 -1739 -2909 
-1995 -3956  -527 
  684 -3017 -1744 
 -502 -2787 -1879 
  628   395 -1758 
-1909 -1463  -826 
  401 -2643  -719 
  425  -478 -1828 
 -512  -248 -4036 
-2533 -3584 -2526 
-3303   776   776 
-1851 -1502   551 
-2442    25 -1282 
 -823 -1630   641 
-1758  -295  -663 
  676  3137  -898 
-1848 -1523   469 
-1793  -569   728 
 2301    44    -8 
-1681 -1736 -4210 
 -799 -3894  -570 
 -921 -3192  -653 
 1024 -3599 -2565 
-3157   678  -834 
 -176 -1207 -1360 
 2827 -1521  1821 
 -506 -4074 -2066 
-3179   624  -830 
-1864 -1506  -876 
-4357 -2894  -836 
  759  2946 -1690 
 -189    61   -45 
 1514 -1774 -1734 
 -548  -779   374 
-3212  -248  -704 
-1926   686  -867 
-1707  -458   793 
  480 -1734 -1770 
-3245  -656 -1765 
 -744 -1746  -537 
 -724 -1719   643 
-2569  1353   -22 
  505 -2908 -3096 
  753   808  -605 
 -899 -3839  -438 
-1880  -414 -2909 
 -137 -2214 -2554 
 3899 -1707   683 
-3148 -3038  -669 
-3291  -723 -1728 
  479  1823 -2157 
 2994 -1965   470 
-1323 -2220 -2588 
 -742 -2853 -3165 
-2057  -355 -1668 
 2863   655  -661 
-3028 -2952  -595 
 -540 -1638 -3073 
-2183 -4262 -1970 
 2895  -771   537 
-1787  -427  -533 
 2614  -362  1868 
 2907 -1969   443 
-4233 -1755 -2071 
-1293   148   -98 
   -9  1284 -1251 
  639  3045  -930 
 3008 -1701 -1601 
  644 -3917 -3041 
 2951   553   766 
 4251 -1620  -642 
 3898 -1598   757 
 -630  -729  -519 
 1939  -382  1691 
 1768 -4204 -1833 
-2058   707   714 
 -553 -1773 -3060 
 1448 -3858 -3252 
-2411 -1200 -1368 
-3276 -1751  -678 
-1212 -1074 -1209 
 -697  3220 -1667 
 -637 -1757  -402 
 -584  -711 -3224 
 1533 -1732 -3054 
 1978  -530  1649 
-2103 -1700 -1603 
 -640  3059  -851 
 -750   754   404 
 1610 -3813 -3316 
 1541 -1895 -1687 
-2445 -2279 -1353 
  636 -3033 -1768 
-1218 -2338 -2437 
-3231 -1904 -1615 
 1791   650   743 
 3507 -1043  -122 
 -190 -2212 -1258 
  583   452 -1915 
-3283  1720  -727 
 1658  -544   535 
-2970 -2844 -2082 
-3270  -308  -670 
